"Gene","Cancer","TDL","IDG_Status","Kinase_score_percent","rank","Kinase_Type","Kinase_Group","Kinase_Family","Kinase_protein","MOA"
"SBK2","KIRP","Tdark","Understudied",0,49,"protein kinase","other group","NKF1 family","serine/threonine-protein kinase sbk2","no"
"SBK3","KIRP","Tchem","Understudied",9.52380952380952,36,"protein kinase","other group","NKF1 family","uncharacterized serine/threonine-protein kinase sbk3","no"
"SCYL1","KIRP","Tbio","Studied",0,49,"protein kinase","other group","SCY1 family","N-terminal kinase-like protein","no"
"SCYL2","KIRP","Tbio","Understudied",4.76190476190476,43,"protein kinase","other group","SCY1 family","SCY1-like protein 2","no"
"SCYL3","KIRP","Tdark","Understudied",0,49,"protein kinase","other group","SCY1 family","protein-associating with the carboxyl-terminal domain of ezrin","no"
"SGK1","KIRP","Tchem","Studied",0,49,"protein kinase","AGC group","SGK family","serine/threonine-protein kinase sgk1","no"
"SGK2","KIRP","Tchem","Studied",3.80952380952381,45,"protein kinase","AGC group","SGK family","serine/threonine-protein kinase sgk2","no"
"SGK3","KIRP","Tchem","Studied",1.42857142857143,48,"protein kinase","AGC group","SGK family","serine/threonine-protein kinase sgk3","no"
"SGK494","KIRP","Tdark","Understudied",0,49,"protein kinase","AGC group","RSKR family","uncharacterized serine/threonine-protein kinase sgk494","no"
"SHPK","KIRP","Tbio","Studied",0,49,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","sedoheptulokinase","no"
"SIK1","KIRP","Tchem","Studied",0,49,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase sik1","no"
"SIK2","KIRP","Tchem","Studied",0,49,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase sik2","no"
"SIK3","KIRP","Tchem","Studied",0,49,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase sik3","no"
"SLK","KIRP","Tchem","Studied",0,49,"protein kinase","STE group","STE20 family","STE20-like serine/threonine-protein kinase","no"
"SMG1","KIRP","Tchem","Studied",0,49,"protein kinase","Atypical group","PIKK family","serine/threonine-protein kinase smg1","no"
"SNRK","KIRP","Tbio","Studied",0,49,"protein kinase","CAMK group","CAMKL family","SNF-related serine/threonine-protein kinase","no"
"SPEG","KIRP","Tbio","Studied",23.8095238095238,19,"protein kinase","CAMK group","TRIO family","striated muscle preferentially expressed protein kinase","no"
"SPHK1","KIRP","Tchem","Studied",14.2857142857143,31,"Non-protein kinase","lipid kinase","","sphingosine kinase 1","no"
"SPHK2","KIRP","Tchem","Studied",0,49,"Non-protein kinase","lipid kinase","","sphingosine kinase 2","no"
"SRC","KIRP","Tclin","Studied",0,49,"protein kinase","TK group","SRC family","proto-oncogene tyrosine-protein kinase src","no"
"SRMS","KIRP","Tchem","Studied",0,49,"protein kinase","TK group","SRC family","tyrosine-protein kinase srms","no"
"SRPK1","KIRP","Tchem","Studied",6.19047619047619,41,"protein kinase","CMGC group","SRPK family","SRSF protein kinase 1","no"
"SRPK2","KIRP","Tchem","Studied",0,49,"protein kinase","CMGC group","SRPK family","SRSF protein kinase 2","no"
"SRPK3","KIRP","Tchem","Understudied",18.0952380952381,25,"protein kinase","CMGC group","SRPK family","SRSF protein kinase 3","no"
"STK10","KIRP","Tchem","Studied",0,49,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase 10","no"
"STK11","KIRP","Tchem","Studied",0,49,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase stk11","no"
"STK16","KIRP","Tchem","Studied",0,49,"protein kinase","other group","NAK family","serine/threonine-protein kinase 16","no"
"STK17A","KIRP","Tchem","Understudied",0,49,"protein kinase","CAMK group","DAPK family","serine/threonine-protein kinase 17a","no"
"STK17B","KIRP","Tchem","Understudied",0,49,"protein kinase","CAMK group","DAPK family","serine/threonine-protein kinase 17b","no"
"STK24","KIRP","Tchem","Studied",0,49,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase 24","no"
"STK25","KIRP","Tchem","Studied",0,49,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase 25","no"
"STK26","KIRP","Tchem","Studied",6.19047619047619,41,"protein kinase","STE group","STE Ser/Thr protein kinase family","serine/threonine protein kinase 26","no"
"STK3","KIRP","Tchem","Understudied",3.80952380952381,45,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase 3","no"
"STK31","KIRP","Tchem","Understudied",0,49,"protein kinase","other group","other-UNIQUE family","serine/threonine-protein kinase 31","no"
"STK32A","KIRP","Tchem","Understudied",0,49,"protein kinase","AGC group","YANK family","serine/threonine-protein kinase 32a","no"
"STK32B","KIRP","Tchem","Understudied",0,49,"protein kinase","AGC group","YANK family","serine/threonine-protein kinase 32b","no"
"STK32C","KIRP","Tbio","Understudied",16.6666666666667,27,"protein kinase","AGC group","YANK family","serine/threonine-protein kinase 32c","no"
"STK33","KIRP","Tchem","Understudied",0,49,"protein kinase","CAMK group","CAMK-UNIQUE family","serine/threonine-protein kinase 33","no"
"STK35","KIRP","Tchem","Studied",0,49,"protein kinase","other group","NKF4 family","serine/threonine-protein kinase 35","no"
"STK36","KIRP","Tbio","Understudied",0,49,"protein kinase","other group","ULK family","serine/threonine-protein kinase 36","no"
"STK38","KIRP","Tbio","Studied",0,49,"protein kinase","AGC group","NDR family","serine/threonine-protein kinase 38","no"
"STK38L","KIRP","Tchem","Understudied",1.42857142857143,48,"protein kinase","AGC group","NDR family","serine/threonine-protein kinase 38-like","no"
"STK39","KIRP","Tbio","Studied",0,49,"protein kinase","STE group","STE20 family","STE20/sps1-related proline-alanine-rich protein kinase","no"
"STK4","KIRP","Tchem","Studied",2.38095238095238,47,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase 4","no"
"STK40","KIRP","Tbio","Understudied",2.85714285714286,46,"protein kinase","CAMK group","SGK495 family","serine/threonine-protein kinase 40","no"
"STKLD1","KIRP","Tdark","Understudied",0,49,"protein kinase","other group","SGK071 family","serine/threonine kinase-like domain-containing protein stkld1","no"
"STRADA","KIRP","Tbio","Studied",0,49,"protein kinase","STE group","STE20 family","STE20-related kinase adapter protein alpha","no"
"STRADB","KIRP","Tbio","Studied",7.61904761904762,38,"protein kinase","STE group","STE20 family","STE20-related kinase adapter protein beta","no"
"STYK1","KIRP","Tbio","Studied",15.7142857142857,28,"protein kinase","TK group","TK-UNIQUE family","tyrosine-protein kinase styk1","no"
"SYK","KIRP","Tchem","Studied",0,49,"protein kinase","TK group","SYK family","tyrosine-protein kinase syk","no"
"TAB1","KIRP","Tbio","Studied",0,49,"protein kinase","Unclassified protein","","TGF-beta-activated kinase 1 and map3k7-binding protein 1","no"
"TAF1","KIRP","Tchem","Studied",16.6666666666667,27,"protein kinase","Atypical group","TAF1 family","transcription initiation factor tfiid subunit 1","no"
"TAOK1","KIRP","Tchem","Understudied",0,49,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase tao1","no"
"TAOK2","KIRP","Tchem","Understudied",0,49,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase tao2","no"
"TAOK3","KIRP","Tchem","Studied",1.42857142857143,48,"protein kinase","STE group","STE20 family","serine/threonine-protein kinase tao3","no"
"TBCK","KIRP","Tbio","Understudied",0,49,"protein kinase","other group","TBCK family","TBCdomain-containing protein kinase-like protein","no"
"TBK1","KIRP","Tchem","Studied",8.57142857142857,37,"protein kinase","other group","IKK family","serine/threonine-protein kinase tbk1","no"
"TEC","KIRP","Tchem","Studied",0,49,"protein kinase","TK group","TEC family","tyrosine-protein kinase tec","no"
"TEK","KIRP","Tclin","Studied",0,49,"protein kinase","TK group","TIE family","angiopoietin-1 receptor","no"
"TESK1","KIRP","Tchem","Understudied",0,49,"protein kinase","TKL group","LISK family","dual specificity testis-specific protein kinase 1","no"
"TESK2","KIRP","Tchem","Understudied",0,49,"protein kinase","TKL group","LISK family","dual specificity testis-specific protein kinase 2","no"
"TEX14","KIRP","Tbio","Studied",0,49,"protein kinase","other group","NKF5 family","inactive serine/threonine-protein kinase tex14","no"
"TGFBR1","KIRP","Tchem","Studied",3.80952380952381,45,"protein kinase","TKL group","STKR family","TGF-beta receptor type-1","no"
"TGFBR2","KIRP","Tchem","Studied",0,49,"protein kinase","TKL group","STKR family","TGF-beta receptor type-2","no"
"TIE1","KIRP","Tchem","Studied",3.80952380952381,45,"protein kinase","TK group","TIE family","tyrosine-protein kinase receptor tie-1","no"
"TK1","KIRP","Tchem","Studied",38.5714285714286,10,"Non-protein kinase","nucleoside/nucleotide kinase","Thymidine kinase family","thymidine kinase, cytosolic","no"
"TK2","KIRP","Tchem","Studied",0,49,"Non-protein kinase","nucleoside/nucleotide kinase","DCK/DGK family","thymidine kinase 2, mitochondrial","no"
"TLK1","KIRP","Tchem","Understudied",6.19047619047619,41,"protein kinase","other group","TLK family","serine/threonine-protein kinase tousled-like 1","no"
"TLK2","KIRP","Tchem","Understudied",0,49,"protein kinase","other group","TLK family","serine/threonine-protein kinase tousled-like 2","no"
"TNIK","KIRP","Tchem","Studied",14.2857142857143,31,"protein kinase","STE group","STE20 family","TRAF2 and nck-interacting protein kinase","no"
"TNK1","KIRP","Tchem","Studied",0,49,"protein kinase","TK group","ACK family","non-receptor tyrosine-protein kinase tnk1","no"
"TNK2","KIRP","Tchem","Studied",0,49,"protein kinase","TK group","ACK family","activated cdc42 kinase 1","no"
"TNNI3K","KIRP","Tchem","Studied",0,49,"protein kinase","TKL group","MLK family","serine/threonine-protein kinase tnni3k","no"
"TP53RK","KIRP","Tbio","Understudied",3.80952380952381,45,"protein kinase","other group","BUD32 family","TP53-regulating kinase","no"
"TPK1","KIRP","Tbio","Studied",14.2857142857143,31,"Non-protein kinase","other small molecule kinase","Thiamine pyrophosphokinase family","thiamin pyrophosphokinase 1","no"
"TRIB1","KIRP","Tbio","Studied",3.80952380952381,45,"protein kinase","CAMK group","TRBL family","tribbles homolog 1","no"
"TRIB2","KIRP","Tbio","Studied",0,49,"protein kinase","CAMK group","TRBL family","tribbles homolog 2","no"
"TRIB3","KIRP","Tbio","Studied",56.1904761904762,2,"protein kinase","CAMK group","TRBL family","tribbles homolog 3","no"
"TRIO","KIRP","Tbio","Studied",2.38095238095238,47,"protein kinase","CAMK group","TRIO family","triple functional domain protein","no"
"TRPM6","KIRP","Tchem","Studied",0,49,"protein kinase","Atypical group","Alpha family","transient receptor potential cation channel subfamily m member 6","no"
"TSSK1B","KIRP","Tchem","Understudied",0,49,"protein kinase","CAMK group","TSSK family","testis-specific serine/threonine-protein kinase 1","no"
"TSSK2","KIRP","Tchem","Understudied",0,49,"protein kinase","CAMK group","TSSK family","testis-specific serine/threonine-protein kinase 2","no"
"TSSK3","KIRP","Tbio","Understudied",14.2857142857143,31,"protein kinase","CAMK group","TSSK family","testis-specific serine/threonine-protein kinase 3","no"
"TSSK4","KIRP","Tbio","Understudied",0,49,"protein kinase","CAMK group","TSSK family","testis-specific serine/threonine-protein kinase 4","no"
"TSSK6","KIRP","Tbio","Understudied",0,49,"protein kinase","CAMK group","TSSK family","testis-specific serine/threonine-protein kinase 6","no"
"TTBK1","KIRP","Tbio","Understudied",0,49,"protein kinase","CK1 group","TTBK family","Tau-tubulin kinase 1","no"
"TTBK2","KIRP","Tbio","Understudied",0,49,"protein kinase","CK1 group","TTBK family","Tau-tubulin kinase 2","no"
"TTK","KIRP","Tchem","Studied",56.1904761904762,2,"protein kinase","other group","TTK family","dual specificity protein kinase ttk","no"
"TTN","KIRP","Tbio","Studied",0,49,"protein kinase","CAMK group","MLCK family","Titin","no"
"TXK","KIRP","Tchem","Studied",0,49,"protein kinase","TK group","TEC family","tyrosine-protein kinase txk","no"
"TYK2","KIRP","Tclin","Studied",0,49,"protein kinase","TK group","JAKA family","non-receptor tyrosine-protein kinase tyk2","no"
"TYRO3","KIRP","Tchem","Studied",22.8571428571429,20,"protein kinase","TK group","AXL family","tyrosine-protein kinase receptor tyro3","no"
"UCK1","KIRP","Tbio","Studied",0,49,"Non-protein kinase","nucleoside/nucleotide kinase","Uridine kinase family","uridine-cytidine kinase 1","no"
"UCK2","KIRP","Tbio","Studied",36.1904761904762,11,"Non-protein kinase","nucleoside/nucleotide kinase","Uridine kinase family","uridine-cytidine kinase 2","no"
"UCKL1","KIRP","Tdark","Studied",0,49,"Non-protein kinase","nucleoside/nucleotide kinase","uridine kinase family","uridine-cytidine kinase-like 1","no"
"UHMK1","KIRP","Tbio","Studied",3.80952380952381,45,"protein kinase","other group","KIS family","serine/threonine-protein kinase kist","no"
"ULK1","KIRP","Tchem","Studied",0,49,"protein kinase","other group","ULK family","serine/threonine-protein kinase ulk1","no"
"ULK2","KIRP","Tchem","Studied",0,49,"protein kinase","other group","ULK family","serine/threonine-protein kinase ulk2","no"
"ULK3","KIRP","Tchem","Studied",0,49,"protein kinase","other group","ULK family","serine/threonine-protein kinase ulk3","no"
"ULK4","KIRP","Tbio","Understudied",0,49,"protein kinase","other group","ULK family","serine/threonine-protein kinase ulk4","no"
"VRK1","KIRP","Tbio","Studied",7.14285714285714,39,"protein kinase","CK1 group","VRK family","serine/threonine-protein kinase VRK1","no"
"VRK2","KIRP","Tbio","Understudied",22.8571428571429,20,"protein kinase","CK1 group","VRK family","serine/threonine-protein kinase VRK2","no"
"VRK3","KIRP","Tbio","Understudied",0,49,"protein kinase","CK1 group","VRK family","inactive serine/threonine-protein kinase vrk3","no"
"WEE1","KIRP","Tchem","Studied",0,49,"protein kinase","other group","WEE family","Wee1-like protein kinase","no"
"WEE2","KIRP","Tbio","Understudied",0,49,"protein kinase","other group","WEE family","Wee1-like protein kinase 2","no"
"WNK1","KIRP","Tchem","Studied",2.85714285714286,46,"protein kinase","other group","WNK family","serine/threonine-protein kinase wnk1","no"
"WNK2","KIRP","Tchem","Understudied",14.2857142857143,31,"protein kinase","other group","WNK family","serine/threonine-protein kinase wnk2","no"
"WNK3","KIRP","Tchem","Understudied",0,49,"protein kinase","other group","WNK family","serine/threonine-protein kinase wnk3","no"
"WNK4","KIRP","Tbio","Studied",0,49,"protein kinase","other group","WNK family","serine/threonine-protein kinase wnk4","no"
"XYLB","KIRP","Tbio","Studied",1.42857142857143,48,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","xylulose kinase","no"
"YES1","KIRP","Tclin","Studied",4.76190476190476,43,"protein kinase","TK group","SRC family","tyrosine-protein kinase yes","no"
"ZAP70","KIRP","Tchem","Studied",14.2857142857143,31,"protein kinase","TK group","SYK family","tyrosine-protein kinase zap-70","no"
"AAK1","LIHC","Tchem","Studied",18.75,20,"protein kinase","other group","NAK family","AP2-associated protein kinase 1","no"
"AATK","LIHC","Tbio","Studied",14.5833333333333,23,"protein kinase","TK group","LMR family","serine/threonine-protein kinase lmtk1","no"
"ABL1","LIHC","Tclin","Studied",18.75,19,"protein kinase","TK group","ABL family","tyrosine-protein kinase abl1","yes"
"ABL2","LIHC","Tchem","Studied",18.75,20,"protein kinase","TK group","ABL family","abelson tyrosine-protein kinase 2","no"
"ACVR1","LIHC","Tchem","Studied",18.75,20,"protein kinase","TKL group","STKR family","activin receptor type-1","no"
"ACVR1B","LIHC","Tchem","Studied",14.5833333333333,23,"protein kinase","TKL group","STKR family","activin receptor type-1b","no"
"ACVR1C","LIHC","Tbio","Studied",12.5,24,"protein kinase","TKL group","STKR family","activin receptor type-1c","no"
"ACVR2A","LIHC","Tchem","Studied",18.75,20,"protein kinase","TKL group","STKR family","activin receptor type-2a","no"
"ACVR2B","LIHC","Tchem","Studied",16.6666666666667,22,"protein kinase","TKL group","STKR family","activin receptor type-2b","no"
"ACVRL1","LIHC","Tchem","Studied",12.5,24,"protein kinase","TKL group","STKR family","serine/threonine-protein kinase receptor r3","no"
"ADCK1","LIHC","Tdark","Understudied",12.5,24,"protein kinase","Atypical group","ABC1 family","uncharacterized aarf domain-containing protein kinase 1","no"
"ADCK2","LIHC","Tbio","Understudied",16.6666666666667,21,"protein kinase","Atypical group","ABC1 family","uncharacterized aarf domain-containing protein kinase 2","no"
"ADCK5","LIHC","Tdark","Understudied",12.5,24,"protein kinase","Atypical group","ABC1 family","uncharacterized aarf domain-containing protein kinase 5","no"
"ADK","LIHC","Tchem","Studied",0,30,"Non-protein kinase","nucleoside/nucleotide kinase","","adenosine kinase","no"
"ADPGK","LIHC","Tbio","Studied",8.33333333333333,26,"Non-protein kinase","carbohydrate kinase","ADP-dependent glucokinase family","ADP-dependent glucokinase","no"
"AK1","LIHC","Tbio","Studied",0,30,"Non-protein kinase","nucleoside/nucleotide kinase","Adenylate kinase family","adenylate kinase isoenzyme 1","no"
"AK2","LIHC","Tbio","Studied",0,30,"Non-protein kinase","nucleoside/nucleotide kinase","Adenylate kinase family","adenylate kinase 2, mitochondrial","no"
"AK3","LIHC","Tbio","Studied",0,30,"Non-protein kinase","nucleoside/nucleotide kinase","Adenylate kinase family","GTP:AMP phosphotransferase AK3, mitochondrial","no"
"AK4","LIHC","Tbio","Studied",12.5,24,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","adenylate kinase 4, mitochondrial","no"
"AK5","LIHC","Tbio","Studied",16.6666666666667,21,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","adenylate kinase 5, mitochondrial","no"
"AK6","LIHC","Tbio","Studied",0,30,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","adenylate kinase 6, mitochondrial","no"
"AK8","LIHC","Tbio","Studied",12.5,24,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","adenylate kinase 8, mitochondrial","no"
"AK9","LIHC","Tbio","Studied",0,30,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","adenylate kinase 9, mitochondrial","no"
"AKT1","LIHC","Tchem","Studied",18.75,20,"protein kinase","AGC group","AKT family","RAC-alpha serine/threonine-protein kinase","no"
"AKT2","LIHC","Tchem","Studied",0,30,"protein kinase","AGC group","AKT family","RAC-beta serine/threonine-protein kinase","no"
"AKT3","LIHC","Tchem","Studied",4.16666666666667,28,"protein kinase","AGC group","AKT family","RAC-gamma serine/threonine-protein kinase","no"
"ALK","LIHC","Tclin","Studied",0,30,"protein kinase","TK group","ALK family","alk tyrosine kinase receptor","no"
"ALPK1","LIHC","Tbio","Studied",12.5,24,"protein kinase","Atypical group","Alpha family","alpha-protein kinase 1","no"
"ALPK2","LIHC","Tbio","Understudied",0,30,"protein kinase","Atypical group","Alpha family","alpha-protein kinase 2","no"
"ALPK3","LIHC","Tdark","Understudied",12.5,24,"protein kinase","Atypical group","Alpha family","alpha-protein kinase 3","no"
"AMHR2","LIHC","Tbio","Studied",2.08333333333333,29,"protein kinase","TKL group","STKR family","anti-muellerian hormone type-2 receptor","no"
"ANKK1","LIHC","Tbio","Studied",18.75,20,"protein kinase","TKL group","RIPK family","ankyrin repeat and protein kinase domain-containing protein 1","no"
"ARAF","LIHC","Tchem","Studied",0,30,"protein kinase","TKL group","RAF family","serine/threonine-protein kinase a-raf","no"
"ATM","LIHC","Tchem","Studied",14.5833333333333,23,"protein kinase","Atypical group","PIKK family","serine-protein kinase atm","no"
"ATR","LIHC","Tchem","Studied",29.1666666666667,11,"protein kinase","Atypical group","PIKK family","serine/threonine-protein kinase atr","no"
"AURKA","LIHC","Tchem","Studied",33.3333333333333,7,"protein kinase","other group","AUR family","aurora kinase a","no"
"AURKB","LIHC","Tchem","Studied",33.3333333333333,7,"protein kinase","other group","AUR family","aurora kinase b","no"
"AURKC","LIHC","Tchem","Studied",12.5,24,"protein kinase","other group","AUR family","aurora kinase c","no"
"AXL","LIHC","Tchem","Studied",4.16666666666667,28,"protein kinase","TK group","AXL family","tyrosine-protein kinase receptor ufo","no"
"BCKDK","LIHC","Tbio","Understudied",0,30,"protein kinase","Atypical group","PDHK family","[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial","no"
"BLK","LIHC","Tchem","Studied",0,30,"protein kinase","TK group","SRC family","tyrosine-protein kinase blk","no"
"BMP2K","LIHC","Tchem","Studied",16.6666666666667,22,"protein kinase","other group","NAK family","BMP-2-inducible protein kinase","no"
"BMPR1A","LIHC","Tchem","Studied",18.75,20,"protein kinase","TKL group","STKR family","bone morphogenetic protein receptor type-1a","no"
"BMPR1B","LIHC","Tchem","Studied",0,30,"protein kinase","TKL group","STKR family","bone morphogenetic protein receptor type-1b","no"
"BMPR2","LIHC","Tchem","Studied",18.75,20,"protein kinase","TKL group","STKR family","bone morphogenetic protein receptor type-2","no"
"BMX","LIHC","Tchem","Studied",0,30,"protein kinase","TK group","TEC family","cytoplasmic tyrosine-protein kinase bmx","no"
"BRAF","LIHC","Tclin","Studied",18.75,20,"protein kinase","TKL group","RAF family","serine/threonine-protein kinase b-raf","yes"
"BRSK1","LIHC","Tchem","Understudied",29.1666666666667,11,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase brsk1","no"
"BRSK2","LIHC","Tchem","Understudied",18.75,20,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase brsk2","no"
"BTK","LIHC","Tclin","Studied",0,30,"protein kinase","TK group","TEC family","tyrosine-protein kinase btk","no"
"BUB1","LIHC","Tchem","Studied",27.0833333333333,13,"protein kinase","other group","BUB family","mitotic checkpoint serine/threonine-protein kinase bub1","no"
"BUB1B","LIHC","Tbio","Studied",35.4166666666667,5,"protein kinase","other group","BUB family","mitotic checkpoint serine/threonine-protein kinase bub1 beta","no"
"CAMK1","LIHC","Tchem","Studied",14.5833333333333,23,"protein kinase","CAMK group","CAMK1 family","calcium/calmodulin-dependent protein kinase type 1","no"
"CAMK1D","LIHC","Tchem","Understudied",0,30,"protein kinase","CAMK group","CAMK1 family","calcium/calmodulin-dependent protein kinase type 1d","no"
"CAMK1G","LIHC","Tchem","Understudied",12.5,24,"protein kinase","CAMK group","CAMK1 family","calcium/calmodulin-dependent protein kinase type 1g","no"
"CAMK2A","LIHC","Tchem","Studied",12.5,24,"protein kinase","CAMK group","CAMK2 family","calcium/calmodulin-dependent protein kinase type ii subunit alpha","no"
"CAMK2B","LIHC","Tchem","Studied",0,30,"protein kinase","CAMK group","CAMK2 family","calcium/calmodulin-dependent protein kinase type ii subunit beta","no"
"CAMK2D","LIHC","Tchem","Studied",18.75,20,"protein kinase","CAMK group","CAMK2 family","calcium/calmodulin-dependent protein kinase type ii subunit delta","no"
"CAMK2G","LIHC","Tchem","Studied",12.5,24,"protein kinase","CAMK group","CAMK2 family","calcium/calmodulin-dependent protein kinase type ii subunit gamma","no"
"CAMK4","LIHC","Tbio","Studied",0,30,"protein kinase","CAMK group","CAMK1 family","calcium/calmodulin-dependent protein kinase type iv","no"
"CAMKK1","LIHC","Tchem","Understudied",14.5833333333333,23,"protein kinase","other group","CAMKK family","calcium/calmodulin-dependent protein kinase kinase 1","no"
"CAMKK2","LIHC","Tchem","Studied",6.25,27,"protein kinase","other group","CAMKK family","calcium/calmodulin-dependent protein kinase kinase 2","no"
"CAMKV","LIHC","Tbio","Understudied",12.5,24,"protein kinase","CAMK group","CAMK-UNIQUE family","CAM kinase-like vesicle-associated protein","no"
"CASK","LIHC","Tchem","Studied",29.1666666666667,11,"protein kinase","CAMK group","CASK family","peripheral plasma membrane protein cask","no"
"CDC42BPA","LIHC","Tchem","Understudied",16.6666666666667,22,"protein kinase","AGC group","DMPK family","serine/threonine-protein kinase mrck alpha","no"
"CDC42BPB","LIHC","Tbio","Understudied",16.6666666666667,22,"protein kinase","AGC group","DMPK family","serine/threonine-protein kinase mrck beta","no"
"CDC42BPG","LIHC","Tbio","Understudied",25,14,"protein kinase","AGC group","DMPK family","serine/threonine-protein kinase mrck gamma","no"
"CDC7","LIHC","Tchem","Studied",35.4166666666667,6,"protein kinase","other group","CDC7 family","cell division cycle 7-related protein kinase","no"
"CDK1","LIHC","Tchem","Studied",25,15,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 1","no"
"CDK10","LIHC","Tbio","Understudied",12.5,24,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 10","no"
"CDK11A","LIHC","Tchem","Understudied",6.25,27,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 11a","no"
"CDK11B","LIHC","Tchem","Understudied",8.33333333333333,26,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 11b","no"
"CDK12","LIHC","Tchem","Understudied",18.75,20,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 12","no"
"CDK13","LIHC","Tchem","Understudied",4.16666666666667,28,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 13","no"
"CDK14","LIHC","Tchem","Understudied",6.25,27,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 14","no"
"CDK15","LIHC","Tchem","Understudied",12.5,24,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 15","no"
"CDK16","LIHC","Tchem","Understudied",37.5,4,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 16","no"
"CDK17","LIHC","Tchem","Understudied",16.6666666666667,22,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 17","no"
"CDK18","LIHC","Tchem","Understudied",12.5,24,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 18","no"
"CDK19","LIHC","Tchem","Understudied",16.6666666666667,21,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 19","no"
"CDK2","LIHC","Tchem","Studied",20.8333333333333,17,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 2","no"
"CDK20","LIHC","Tbio","Understudied",16.6666666666667,22,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 20","no"
"CDK3","LIHC","Tchem","Studied",12.5,24,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 3","no"
"CDK4","LIHC","Tclin","Studied",20.8333333333333,17,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 4","no"
"CDK5","LIHC","Tchem","Studied",16.6666666666667,21,"protein kinase","CMGC group","CDK family","cyclin-dependent-like kinase 5","no"
"CDK6","LIHC","Tclin","Studied",16.6666666666667,22,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 6","no"
"CDK7","LIHC","Tchem","Studied",29.1666666666667,11,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 7","no"
"CDK8","LIHC","Tchem","Studied",18.75,20,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 8","no"
"CDK9","LIHC","Tchem","Studied",4.16666666666667,28,"protein kinase","CMGC group","CDK family","cyclin-dependent kinase 9","no"
"CDKL1","LIHC","Tchem","Understudied",8.33333333333333,26,"protein kinase","CMGC group","CDKL family","cyclin-dependent kinase-like 1","no"
"CDKL2","LIHC","Tchem","Understudied",0,30,"protein kinase","CMGC group","CDKL family","cyclin-dependent kinase-like 2","no"
"CDKL3","LIHC","Tchem","Understudied",12.5,24,"protein kinase","CMGC group","CDKL family","cyclin-dependent kinase-like 3","no"
"CDKL4","LIHC","Tdark","Understudied",0,30,"protein kinase","CMGC group","CDKL family","cyclin-dependent kinase-like 4","no"
"CDKL5","LIHC","Tchem","Studied",12.5,24,"protein kinase","CMGC group","CDKL family","cyclin-dependent kinase-like 5","no"
"CERK","LIHC","Tchem","Studied",25,14,"Non-protein kinase","lipid kinase","","ceramide kinase","no"
"CHEK1","LIHC","Tchem","Studied",25,15,"protein kinase","CAMK group","CAMKL family","serine/threonine-protein kinase chk1","no"
"CHEK2","LIHC","Tchem","Studied",25,14,"protein kinase","CAMK group","RAD53 family","serine/threonine-protein kinase chk2","no"
"CHKA","LIHC","Tchem","Studied",16.6666666666667,22,"Non-protein kinase","other small molecule kinase","Choline/ethanolamine kinase family","choline kinase alpha","no"
"CHKB","LIHC","Tbio","Studied",16.6666666666667,22,"Non-protein kinase","other small molecule kinase","Choline/ethanolamine kinase family","choline/ethanolamine kinase","no"
"CHUK","LIHC","Tchem","Studied",12.5,24,"protein kinase","other group","IKK family","inhibitor of nuclear factor kappa-b kinase subunit alpha","no"
